# Physical map for MegaMUGA chromosome 13 (build GRCm39)
# nrow 3348
# ncol 3
marker,chr,pos
JAX00348762,13,3.2377
CEAJAX00041178,13,3.577712
JAX00041181,13,3.614202
JAX00041188,13,3.709287
JAX00348808,13,3.724843
UNC22027003,13,3.750668
JAX00348836,13,3.9382
JAX00041205,13,3.949384
UNC22029209,13,3.984523
UNC22030396,13,4.079227
UNC22032065,13,4.250507
UNC22034495,13,4.451825
JAX00041244,13,4.477319
JAX00348917,13,4.516554
UNC22036173,13,4.600449
JAX00041266,13,4.752633
UNC130415489,13,4.775792
UNC22038441,13,4.802532
UNC22041230,13,5.050986
UNC22042094,13,5.121121
CEAJAX00041295,13,5.15129
UNC22044642,13,5.358261
UNC22045693,13,5.442084
UNC130005651,13,5.445777
UNC22047665,13,5.627953
UNC22048757,13,5.716029
UNC22049635,13,5.791505
JAX00201897,13,5.875194
UNC22051049,13,5.905979
UNC22052019,13,5.995122
UNC22053004,13,6.065161
JAX00201905,13,6.248177
JAX00349206,13,6.251499
UNC22055634,13,6.254383
UNC22056198,13,6.298027
B6_rs13481676,13,6.354091
UNC22057850,13,6.427006
UNC22058943,13,6.516866
UNC22059899,13,6.58797
UNC22061120,13,6.663003
UNC22062604,13,6.78762
UNC22063659,13,6.867817
JAX00041424,13,6.887528
UNC22064724,13,6.949773
JAX00349382,13,7.001203
JAX00349390,13,7.033653
UNC22066312,13,7.057872
UNC22066911,13,7.113358
JAX00041446,13,7.138789
JAX00041453,13,7.234779
UNC22068688,13,7.242545
JAX00349416,13,7.282736
UNC22070069,13,7.33162
UNC22071058,13,7.425091
UNC130645771,13,7.440633
UNC22072200,13,7.509428
UNC22073765,13,7.603083
UNC130423804,13,7.621706
JAX00349476,13,7.623839
UNC22075198,13,7.6899
UNC22076691,13,7.782243
JAX00349514,13,7.783968
JAX00349523,13,7.854425
UNC22077608,13,7.869033
UNC22078473,13,7.962636
UNC22082270,13,8.291086
UNC22084282,13,8.437242
UNC22085217,13,8.49909
UNC22086689,13,8.591694
JAX00201957,13,8.635283
JAX00349662,13,8.668567
UNC22087901,13,8.67334
UNC22088733,13,8.732961
JAX00041566,13,8.786274
backupUNC130434346,13,8.799011
UNC22091359,13,8.940049
JAX00349721,13,8.982434
UNC22092286,13,9.043074
UNC22093617,13,9.134456
UNC22094836,13,9.25108
JAX00349768,13,9.309481
UNC130006328,13,9.313153
JAX00349771,13,9.315174
UNC22095970,13,9.327692
JAX00349774,13,9.336642
backupUNC130006609,13,9.394685
JAX00349794,13,9.477353
UNC22097736,13,9.498804
UNC22098823,13,9.585636
JAX00349831,13,9.673657
UNC22100188,13,9.686156
JAX00349847,13,9.7417
UNC22100826,13,9.744134
UNC22102410,13,9.87405
UNC130007643,13,9.933396
UNC22104827,13,10.035368
UNC130443004,13,10.101799
JAX00041666,13,10.116589
UNC22106060,13,10.129511
UNC22107783,13,10.241034
UNC22108473,13,10.28262
UNC22110508,13,10.433158
UNC22111265,13,10.488961
UNC22112860,13,10.598295
UNC130223068,13,10.61883
JAX00041704,13,10.631943
UNC22113668,13,10.644333
UNC22114923,13,10.762084
UNC22116791,13,10.957672
UNC130449407,13,11.022729
UNC22117720,13,11.03125
JAX00350055,13,11.035437
UNC22118523,13,11.06328
UNC22119007,13,11.090478
UNC22119063,13,11.096318
UNC22120110,13,11.17146
JAX00041746,13,11.179019
UNC22120747,13,11.232813
UNC22121309,13,11.283858
JAX00350090,13,11.290915
UNC22121621,13,11.304245
UNC22122038,13,11.339733
UNC22122640,13,11.377606
UNC22123056,13,11.408457
UNC22123526,13,11.447776
UNC22123698,13,11.462444
UNC22124482,13,11.506458
JAX00350140,13,11.529555
UNC22124922,13,11.549565
UNC22125493,13,11.58164
UNC22125971,13,11.599455
UNC130453704,13,11.610894
UNC22126609,13,11.635867
UNC22127090,13,11.657221
JAX00041782,13,11.669446
JAX00350174,13,11.683179
UNC22128711,13,11.744368
JAX00350196,13,11.758695
UNC22129208,13,11.779379
JAX00350201,13,11.781143
JAX00350207,13,11.793275
UNC22129662,13,11.806109
UNC22131310,13,11.892284
UNC22131845,13,11.920245
UNC22132289,13,11.946413
JAX00350253,13,11.970944
UNC22132949,13,11.98117
UNC22133215,13,11.995622
backupUNC130456957,13,11.998735
UNC22133739,13,12.025689
UNC22134453,13,12.072376
UNC22134934,13,12.098746
JAX00041815,13,12.099022
UNC22135354,13,12.134883
JAX00350314,13,12.159699
UNC22136264,13,12.195329
UNC22137469,13,12.273836
JAX00350337,13,12.32911
JAX00350355,13,12.395475
JAX00350356,13,12.398875
UNC22140006,13,12.450801
