# Physical map for MegaMUGA chromosome 9 (build GRCm39)
# nrow 3589
# ncol 3
marker,chr,pos
JAX00684548,9,3.369866
JAX00167632,9,3.582987
JAX00684572,9,3.701161
UNC15757273,9,3.976356
JAX00167690,9,4.37413
JAX00167703,9,4.536196
JAX00684658,9,4.537894
UNC15762246,9,4.571749
UNC15764454,9,4.75389
UNC15767595,9,4.992363
UNC15769082,9,5.091498
UNC090003543,9,5.144384
UNC15772421,9,5.290473
UNC15774169,9,5.417531
JAX00684797,9,5.533325
UNC15775930,9,5.557393
UNC15777078,9,5.671004
UNC15778680,9,5.768864
UNC15781460,9,5.942961
backupUNC090388987,9,5.974026
JAX00684853,9,6.011446
UNC15783527,9,6.066256
B6_09-006238770-S,9,6.23877
UNC090007514,9,6.25458
UNC15786943,9,6.29874
UNC090568283,9,6.347767
UNC15788606,9,6.399613
UNC15793828,9,6.814853
UNC15795926,9,6.965974
UNC090008501,9,7.043615
UNC15796994,9,7.108483
UNC15798012,9,7.240396
JAX00167917,9,7.458851
UNC15800640,9,7.550117
UNC15803388,9,7.75336
UNC090009177,9,7.785298
UNC090009226,9,7.926645
UNC15805511,9,7.928929
UNC15806186,9,8.006317
backupUNC090009650,9,8.115893
UNC15807767,9,8.157067
CEAJAX00685235,9,8.228158
UNC15809310,9,8.306922
UNC15810364,9,8.400676
JAX00167997,9,8.500105
UNC15812125,9,8.559374
UNC15812808,9,8.637373
JAX00685286,9,8.651407
JAX00685287,9,8.658064
backupUNC090010803,9,8.823403
JAX00685317,9,8.830336
JAX00685330,9,8.897207
UNC15815568,9,8.902768
UNC15818423,9,9.076573
UNC15821079,9,9.245514
JAX00168049,9,9.261081
JAX00168057,9,9.342462
CEAJAX00685441,9,9.365183
CEBJAX00685441,9,9.365183
UNC15823592,9,9.425202
JAX00168064,9,9.455741
CEAJAX00685488,9,9.593275
UNC15826062,9,9.62717
UNC090393690,9,9.735514
UNC15829659,9,9.855285
UNC15831235,9,9.989368
UNC15834149,9,10.246203
UNC15835273,9,10.353289
UNC15836118,9,10.421562
UNC15836902,9,10.494966
UNC15837557,9,10.562434
JAX00685665,9,10.686506
UNC15839503,9,10.719304
JAX00685675,9,10.761957
UNC15840146,9,10.772057
UNC15840513,9,10.818675
JAX00685698,9,10.878839
UNC15842314,9,10.983179
UNC15842977,9,11.047101
backupJAX00168194,9,11.177186
UNC15844601,9,11.184576
JAX00685738,9,11.23558
UNC15845746,9,11.239165
UNC15846967,9,11.329275
JAX00685761,9,11.34817
UNC15847891,9,11.395218
JAX00685771,9,11.431941
UNC15848534,9,11.466135
UNC15848997,9,11.528239
UNC15849627,9,11.602495
UNC15850312,9,11.673922
UNC15850856,9,11.739647
JAX00685834,9,11.972361
UNC15853462,9,12.018067
UNC15854181,9,12.094935
UNC090309084,9,12.103632
JAX00685856,9,12.117499
UNC15854571,9,12.126749
UNC15857086,9,12.433136
UNC15857881,9,12.502948
backupUNC090403261,9,12.559448
UNC15859395,9,12.646936
UNC15860091,9,12.709116
JAX00685940,9,12.788832
UNC15861174,9,12.854626
UNC15861633,9,12.922436
UNC15863009,9,13.034326
JAX00685971,9,13.049205
UNC15863806,9,13.126854
JAX00168342,9,13.135799
JAX00685996,9,13.361394
UNC15865229,9,13.442469
UNC15865886,9,13.49724
UNC15866727,9,13.573423
UNC15867434,9,13.653168
JAX00168368,9,13.67679
UNC090598902,9,13.718502
UNC15867964,9,13.719021
JAX00686051,9,13.721395
UNC15868560,9,13.788797
JAX00686063,9,13.856586
JAX00686069,9,13.885977
UNC15870038,9,13.927144
UNC15870454,9,13.962178
UNC15871417,9,14.055177
backupJAX00168402,9,14.110871
UNC15872990,9,14.205163
JAX00236178,9,14.272952
UNC15873666,9,14.273926
UNC15874366,9,14.348105
UNC090013865,9,14.369145
UNC15874772,9,14.412582
JAX00168425,9,14.421189
UNC15875575,9,14.461776
UNC15876833,9,14.532864
JAX00168435,9,14.548515
UNC15877983,9,14.60003
JAX00686176,9,14.623786
UNC15879091,9,14.672986
UNC15880213,9,14.753996
JAX00686195,9,14.754756
UNC15881390,9,14.838568
UNC15882111,9,14.890494
UNC15883508,9,14.974697
backupUNC090606909,9,15.04965
UNC15884630,9,15.052889
UNC15885072,9,15.079784
JAX00686242,9,15.084126
JAX00686257,9,15.220569
JAX00236199,9,15.23447
JAX00686260,9,15.241402
UNC15887704,9,15.278808
JAX00686276,9,15.35693
JAX00168496,9,15.377334
UNC15889626,9,15.407907
UNC15890506,9,15.463771
backupUNC091408323,9,15.483466
UNC15891276,9,15.521579
UNC15892219,9,15.575187
UNC15892603,9,15.598599
JAX00686326,9,15.607642
UNC15893267,9,15.640109
UNC15893663,9,15.663515
UNC15893968,9,15.67765
UNC15894386,9,15.699506
JAX00168522,9,15.700524
UNC15894747,9,15.725251
UNC15894820,9,15.729958
UNC15895913,9,15.796163
JAX00168530,9,15.822028
JAX00168531,9,15.822427
UNC15896492,9,15.833512
UNC15896878,9,15.858794
UNC15897111,9,15.873602
UNC15897295,9,15.88746
JAX00686378,9,15.908711
UNC15897603,9,15.909591
backupJAX00686383,9,15.910562
UNC15897976,9,15.933039
UNC15898123,9,15.942672
UNC15898646,9,15.972288
UNC15899093,9,15.994045
UNC15899358,9,16.009665
UNC15899963,9,16.049931
UNC15900103,9,16.059794
UNC15900371,9,16.08122
UNC15900781,9,16.105648
UNC15901256,9,16.131538
JAX00168553,9,16.139353
UNC15901804,9,16.155635
UNC15902100,9,16.176458
UNC15902583,9,16.210709
JAX00686470,9,16.214121
UNC15902787,9,16.221723
UNC15903337,9,16.245465
JAX00686487,9,16.25652
JAX00686488,9,16.256952
UNC15903573,9,16.257545
UNC15904048,9,16.286959
UNC15904277,9,16.301114
UNC15904517,9,16.313887
UNC15905017,9,16.357039
UNC15905217,9,16.377885
UNC15905498,9,16.396542
UNC15905680,9,16.414358
UNC15905886,9,16.435877
UNC15906546,9,16.492407
UNC090015271,9,16.55296
UNC15907656,9,16.576448
UNC15910874,9,16.837968
backupUNC091273310,9,16.905866
UNC15913786,9,17.065813
UNC15915505,9,17.187405
UNC15917856,9,17.305613
UNC15918889,9,17.370886
JAX00686685,9,17.465728
JAX00686712,9,17.533782
UNC15923067,9,17.581371
UNC15924078,9,17.642171
backupUNC090017527,9,17.750414
backupUNC090632081,9,17.809798
UNC15927356,9,17.858813
JAX00686792,9,18.026388
UNC15929728,9,18.028255
