# Physical map for GigaMUGA chromosome 9 (build GRCm39)
# nrow 5875
# ncol 3
marker,chr,pos
JAX00684524,9,3.131611
UNCHS024588,9,3.204502
JAX00684532,9,3.217889
JAX00167608,9,3.259955
UNCHS024590,9,3.325375
UNCHS024591,9,3.347157
JAX00684548,9,3.369866
UNCHS024594,9,3.410051
JAX00167620,9,3.412563
UNCHS024596,9,3.428245
JAX00684562,9,3.577619
ICR2066,9,3.639689
ICR5908,9,3.639689
UNCHS024597,9,3.701113
JAX00684572,9,3.701161
ICR5910,9,3.792764
JAX00684585,9,3.850079
JAX00167652,9,3.858409
JAX00167658,9,3.922592
UNC15757273,9,3.976356
UNCHS024599,9,3.998517
UNCHS024600,9,4.000721
ICR5913,9,4.055703
JAX00684615,9,4.127793
JAX00684618,9,4.149182
ICR1915,9,4.238225
JAX00684627,9,4.310628
ICR5916,9,4.338486
JAX00167690,9,4.37413
ICR5917,9,4.42186
UNCHS024603,9,4.424004
UNCHS024604,9,4.427502
UNCHS024605,9,4.431328
UNCHS024606,9,4.436953
UNCHS024607,9,4.463743
UNCHS024608,9,4.466809
UNCHS024612,9,4.485819
UNCHS024613,9,4.529369
UNCHS024614,9,4.531563
JAX00684674,9,4.696617
UNC15764454,9,4.75389
JAX00167719,9,4.761699
JAX00684709,9,4.936933
UNC15767595,9,4.992363
UNCHS024615,9,5.017137
UNCHS024616,9,5.021104
UNC15769082,9,5.091498
JAX00684729,9,5.092833
UNCHS024617,9,5.167059
UNCHS024620,9,5.172646
JAX00167750,9,5.181424
JAX00684749,9,5.254581
JAX00167764,9,5.375669
UNC15774169,9,5.417531
UNC15775930,9,5.557393
JAX00167780,9,5.579627
JAX00167787,9,5.668818
UNC15777078,9,5.671004
JAX00684813,9,5.672553
UNCHS024621,9,5.717472
UNCHS024623,9,5.755299
UNC15778680,9,5.768864
JAX00684824,9,5.793024
UNC15781460,9,5.942961
UNCHS024625,9,5.999541
UNCHS024626,9,6.003274
JAX00684853,9,6.011446
UNCHS024627,9,6.031614
UNCHS024628,9,6.04095
UNC15783527,9,6.066256
JAX00684874,9,6.151197
JAX00167829,9,6.232456
B6_09-006238770-S,9,6.23877
UNCHS024629,9,6.239837
UNCHS024630,9,6.248473
UNCHS024631,9,6.273768
UNCHS024632,9,6.277067
UNC15786943,9,6.29874
UNC15788606,9,6.399613
UNCHS024633,9,6.456577
UNCHS024634,9,6.461336
JAX00684937,9,6.504503
UNCHS024635,9,6.535252
UNCHS024636,9,6.537885
UNCHS024638,9,6.5657
JAX00684969,9,6.667519
UNC15793828,9,6.814853
JAX00684990,9,6.889427
UNC15795926,9,6.965974
JAX00685006,9,6.99103
UNCHS024639,9,7.052871
UNCHS024640,9,7.05607
UNC15796994,9,7.108483
UNCHS024641,9,7.167357
UNCHS024642,9,7.174351
UNCHS024643,9,7.1853
UNCHS024644,9,7.18784
UNC15798012,9,7.240396
JAX00685050,9,7.290827
UNCHS024645,9,7.316787
JAX00167917,9,7.458851
UNC15800640,9,7.550117
UNCHS024648,9,7.592738
UNCHS024649,9,7.626855
UNCHS024653,9,7.681857
JAX00685128,9,7.683169
JAX00685131,9,7.734531
UNC15803388,9,7.75336
UNCHS024657,9,7.780972
UNCHS024656,9,7.786381
UNCHS024658,9,7.791168
UNC15805511,9,7.928929
UNCHS024659,9,7.966566
UNCHS024660,9,7.97399
JAX00685185,9,7.986852
UNCHS024662,9,7.998871
UNC15806186,9,8.006317
ICR1923,9,8.045082
JAX00685209,9,8.106199
UNCHS024663,9,8.130268
UNCHS024664,9,8.132455
ICR1924,9,8.140899
UNC15807767,9,8.157067
UNC15809310,9,8.306922
ICR1926,9,8.341632
ICR1927,9,8.395882
UNC15810364,9,8.400676
JAX00685274,9,8.500255
UNC15812125,9,8.559374
UNC15812808,9,8.637373
JAX00685286,9,8.651407
JAX00685287,9,8.658064
JAX00685317,9,8.830336
JAX00685330,9,8.897207
JAX00724844,9,8.922367
JAX00685337,9,8.929842
UNC15818423,9,9.076573
UNCHS024667,9,9.136825
UNCHS024668,9,9.141015
JAX00685399,9,9.198602
UNC15821079,9,9.245514
JAX00168049,9,9.261081
JAX00685415,9,9.261994
JAX00168057,9,9.342462
JAX00168057r,9,9.342462
JAX00685437,9,9.361713
CEAJAX00685441,9,9.365183
UNC15823592,9,9.425202
JAX00168064,9,9.455741
JAX00168066,9,9.45581
CEAJAX00685488,9,9.593275
UNC15826062,9,9.62717
UNCHS024670,9,9.736977
JAX00685512,9,9.768543
JAX00168089,9,9.787963
JAX00168090,9,9.788115
UNC15829659,9,9.855285
UNC15831235,9,9.989368
UNCHS024671,9,10.095327
UNCHS024673,9,10.103518
UNCHS024674,9,10.107405
UNCHS024675,9,10.153423
UNC15834149,9,10.246203
JAX00168126,9,10.267015
UNCHS024677,9,10.267886
UNCHS024678,9,10.272657
UNCHS024679,9,10.319785
UNCHS024680,9,10.322693
UNC15835273,9,10.353289
UNCHS024681,9,10.367537
UNCHS024682,9,10.369731
UNC15836118,9,10.421562
JAX00685640,9,10.516518
UNC15837557,9,10.562434
UNC15839503,9,10.719304
UNC15840146,9,10.772057
UNC15840513,9,10.818675
JAX00685698,9,10.878839
UNC15842314,9,10.983179
UNCHS024683,9,11.141816
UNCHS024684,9,11.144463
JAX00685729,9,11.146553
UNC15844601,9,11.184576
JAX00685738,9,11.23558
UNC15845746,9,11.239165
UNCHS024685,9,11.240408
UNCHS024686,9,11.250496
UNCHS024687,9,11.278023
UNCHS024688,9,11.280365
JAX00685761,9,11.34817
UNC15847891,9,11.395218
JAX00685771,9,11.431941
UNC15848534,9,11.466135
JAX00685776,9,11.512211
UNC15848997,9,11.528239
JAX00168224,9,11.579284
UNCHS024690,9,11.581007
UNC15849627,9,11.602495
JAX00236129,9,11.637355
JAX00236129r,9,11.637355
JAX00168230,9,11.659505
UNC15850312,9,11.673922
UNC15850856,9,11.739647
JAX00685834,9,11.972361
JAX00168253,9,11.976569
UNC15853462,9,12.018067
UNCHS024692,9,12.053597
UNC15854181,9,12.094935
UNCHS024693,9,12.390652
UNCHS024694,9,12.400664
UNC15857086,9,12.433136
JAX00685900,9,12.499051
UNC15857881,9,12.502948
JAX00685913,9,12.595428
UNCHS024695,9,12.629786
UNCHS024696,9,12.641816
UNC15859395,9,12.646936
UNC15860091,9,12.709116
JAX00685940,9,12.788832
UNCHS024699,9,12.831969
UNCHS024701,9,12.833406
UNCHS024700,9,12.836047
UNCHS024702,9,12.837944
UNC15861174,9,12.854626
JAX00685952,9,12.914667
UNC15861633,9,12.922436
JAX00168326,9,12.93715
UNC15863009,9,13.034326
JAX00685971,9,13.049205
UNCHS024703,9,13.061182
UNCHS024704,9,13.064219
UNC15863806,9,13.126854
UNCHS024705,9,13.353815
UNCHS024706,9,13.356836
JAX00685996,9,13.361394
UNC15865229,9,13.442469
UNCHS024707,9,13.450051
UNCHS024709,9,13.451367
UNCHS024710,9,13.455552
UNC15865886,9,13.49724
UNC15866727,9,13.573423
UNCHS024711,9,13.574584
UNCHS024712,9,13.584706
