# Genetic map for GigaMUGA chromosome 5 (build GRCm39)
# nrow 6577
# ncol 3
marker,chr,pos
ICR1522,5,0.0556924144781877
UNCHS013411,5,0.0561728157224002
UNCHS013412,5,0.0614554435305068
ICR5524,5,0.102138344931657
UNC8539874,5,0.179818644569615
ICR1527,5,0.208998510193259
ICR5527,5,0.224919944569413
ICR1528,5,0.257281798327208
ICR1529,5,0.285575764503667
JAX00572244,5,0.307489840050499
UNCHS013415,5,0.30959053574562
UNCHS013416,5,0.31160105005989
ICR5530,5,0.339402555166408
ICR1531,5,0.364137009192801
UNCHS013418,5,0.417154819821435
UNC8542083,5,0.458005217084641
JAX00126493,5,0.495792099792463
JAX00126493q,5,0.495792099792463
UNC8542757,5,0.504251466968775
JAX00572282,5,0.515021519232739
UNCHS013419,5,0.516308696920856
UNCHS013420,5,0.516338294876076
JAX00126504,5,0.516523680942337
UNC8543985,5,0.516628392935964
UNCHS013421,5,0.517047812391506
UNCHS013422,5,0.517114901883727
UNCHS013424,5,0.51741502467342
JAX00572303,5,0.517520820099841
UNCHS013425,5,0.518612277439666
UNCHS013426,5,0.518641161043593
UNC8545548,5,0.518827344802131
JAX00572335,5,0.519078165446786
UNCHS013428,5,0.52231134463034
UNCHS013429,5,0.52898184253897
UNC8546898,5,0.539316487757802
UNCHS013431,5,0.539405778170785
JAX00572362,5,0.539550515049895
UNCHS013433,5,0.54368847761609
UNCHS013434,5,0.54466311127716
JAX00126530,5,0.55614269001731
UNCHS013435,5,0.558145243553651
UNCHS013436,5,0.560373903458354
JAX00572406,5,0.60029571911155
UNC8549503,5,0.619138156502937
JAX00572431,5,0.625963112424348
UNCHS013437,5,0.631032503613073
UNCHS013438,5,0.63223900431431
UNCHS013439,5,0.661519547724678
UNCHS013440,5,0.664813484557994
UNC8551116,5,0.689776117798538
CEAJAX00126552,5,0.696725152162739
UNCJPD008200,5,0.71687640637207
UNC8551996,5,0.757616656683333
JAX00572486,5,0.807891334613269
JAX00572486r,5,0.807891334613269
UNCHS013441,5,0.848888341833221
ICR1532,5,0.856723411404329
ICR5532,5,0.859033767019219
JAX00572500,5,0.867029270050903
UNCHS013443,5,0.86917243487256
UNC8554223,5,0.869188876858142
UNCHS013444,5,0.869206842793149
JAX00572508,5,0.869261228738218
ICR1533,5,0.869764465412082
ICR5533,5,0.869846139576525
JAX00126578,5,0.869986866781149
UNC8555119,5,0.870091400186953
ICR1534,5,0.870765247761177
ICR5534,5,0.870766188323713
UNC8556320,5,0.871372648759343
JAX00225272,5,0.871658496429041
ICR1535,5,0.871998861008212
ICR5535,5,0.872006718872429
ICR1536,5,0.913775078283043
UNC8559748,5,0.946568005176665
ICR1537,5,0.952883570607954
ICR5537,5,0.952920723794744
JAX00572632,5,0.962690582951631
UNCHS013445,5,0.987265034398277
ICR1538,5,0.989114119925411
UNCHS013446,5,0.989179852486654
UNC8561659,5,1.01022808544866
JAX00572660,5,1.01678848085443
ICR5539,5,1.03094146340665
JAX00572671,5,1.05521011554665
ICR1540,5,1.07699522004664
ICR5540,5,1.07882572898038
UNC8564033,5,1.08052763072908
UNCHS013449,5,1.09181600731526
UNCHS013450,5,1.09313780338373
UNCHS013451,5,1.11494338976875
ICR1541,5,1.11650191832227
UNCHS013452,5,1.11662862021568
JAX00572722,5,1.11827669747583
UNC8565506,5,1.12552252154557
UNCHS013454,5,1.12552252154557
JAX00572728,5,1.15828169432139
JAX00572735,5,1.20416128665603
UNCHS013455,5,1.23463954068431
UNCHS013456,5,1.2412976903402
UNC8567265,5,1.25323644144733
ICR1542,5,1.3066900533493
ICR5542,5,1.30803515929552
UNCHS013458,5,1.37943557901247
UNC8568633,5,1.3802104498776
UNCHS013459,5,1.41022952117099
UNCHS013460,5,1.41439086470592
JAX00572799,5,1.45170195747403
JAX00572809,5,1.45821992924345
ICR1544,5,1.45846846396397
UNC8570153,5,1.45852438576432
ICR5544,5,1.45852673121773
UNCHS013461,5,1.45949628450948
UNCHS013462,5,1.45953951466854
ICR1546,5,1.46061451811692
JAX00572857,5,1.46072050403702
JAX00572871,5,1.46103774744603
JAX00572882,5,1.46211107216888
ICR1548,5,1.46302500130666
UNC8576083,5,1.46311597394376
JAX00572911,5,1.46378670218401
UNCHS013463,5,1.46438862648893
UNC8577252,5,1.46444907251413
UNCHS013464,5,1.46449388615188
JAX00572914,5,1.46462626735224
JAX00126695,5,1.46463266079631
JAX00572915,5,1.4648133678616
ICR1550,5,1.46490580491885
UNC8578487,5,1.46571361717213
ICR1551,5,1.46593804253653
ICR5551,5,1.46593862592342
JAX00126706,5,1.4667001601188
JAX00572933,5,1.46747202859621
UNC8580009,5,1.46754779745663
UNC8580463,5,1.46799500517745
JAX00126732,5,1.47077548661914
UNC8583796,5,1.47086829275789
UNC8585275,5,1.47209346475382
UNCHS013465,5,1.47215205346566
JAX00126745,5,1.47273394021683
JAX00573005,5,1.52551665149944
UNC8588320,5,1.54690826134427
UNCHS013467,5,1.60182989570687
UNCHS013468,5,1.60862497313932
UNCHS013469,5,1.6396147059445
UNCHS013470,5,1.64190746124419
UNC8591013,5,1.64322964281291
UNCHS013471,5,1.64379281356022
UNCHS013472,5,1.64383088848411
JAX00573040,5,1.64383544842652
JAX00126776,5,1.64441891865639
UNC8593180,5,1.64521305108242
JAX00573076,5,1.64663705085476
UNC8594535,5,1.64666695836221
ICR1552,5,1.64704081411114
ICR5552,5,1.64705433916228
UNCHS013473,5,1.64791044156293
UNCHS013474,5,1.64793911086147
UNC8598054,5,1.64934457321777
ICR1555,5,1.65026321707409
ICR5555,5,1.65026782463992
UNCHS013475,5,1.65029849412208
UNCHS013476,5,1.6503339497579
UNC8599448,5,1.65077309721497
ICR1556,5,1.65134832859326
JAX00573196,5,1.65150584305326
UNC8600836,5,1.65285280634106
ICR1557,5,1.65817594755257
UNCHS013477,5,1.66451271565343
JAX00573232,5,1.6702720684367
ICR1558,5,1.67652743437814
ICR5558,5,1.67655103500421
UNCHS013479,5,1.67661523670734
UNC8603212,5,1.68409183504545
UNCHS013481,5,1.68814674261345
UNCHS013482,5,1.68875595877465
UNC8603628,5,1.68931357356697
ICR2052,5,1.69390249530122
ICR5559,5,1.69390249530122
JAX00573279,5,1.70111168654559
UNCHS013483,5,1.70539520017801
UNCHS013484,5,1.70630102420758
UNCHS013486,5,1.71259059105629
UNC8605220,5,1.7159497893103
ICR1561,5,1.71615361754576
JAX00573324,5,1.71626354430382
UNC8606323,5,1.71685163400538
UNCHS013487,5,1.71789226525074
