# Physical map for GigaMUGA chromosome 13 (build GRCm39)
# nrow 5278
# ncol 3
marker,chr,pos
UNCHS034896,13,3.207606
JAX00348763,13,3.23841
CEAJAX00041178,13,3.577712
JAX00348792,13,3.58588
UNCHS034898,13,3.603253
JAX00348795,13,3.60557
UNCHS034900,13,3.611535
JAX00041181,13,3.614202
UNCHS034902,13,3.618728
UNCHS034903,13,3.648759
JAX00041188,13,3.709287
JAX00041188r,13,3.709287
JAX00348808,13,3.724843
UNC22027003,13,3.750668
UNCHS034906,13,3.853343
JAX00348836,13,3.9382
UNC22029209,13,3.984523
UNC22030396,13,4.079227
UNCHS034911,13,4.226714
UNCHS034912,13,4.229134
UNC22032065,13,4.250507
JAX00041230,13,4.282981
JAX00348883,13,4.287578
UNC22034495,13,4.451825
JAX00041244,13,4.477319
JAX00348925,13,4.598666
UNCHS034915,13,4.608182
UNCHS034916,13,4.610363
ICR515,13,4.623645
ICR4515,13,4.625801
UNCHS034918,13,4.642447
JAX00041256,13,4.64436
UNC22037424,13,4.712764
ICR4516,13,4.72699
JAX00348951,13,4.743371
JAX00041266,13,4.752633
ICR517,13,4.78821
UNC22038441,13,4.802532
ICR518,13,4.870223
UNC22039308,13,4.883515
JAX00348983,13,4.950892
JAX00348988,13,5.043774
UNC22041230,13,5.050986
UNC22042094,13,5.121121
ICR521,13,5.121783
ICR4521,13,5.127703
CEAJAX00041295,13,5.15129
ICR523,13,5.294017
JAX00349027,13,5.309591
JAX00041308,13,5.309844
UNC22044642,13,5.358261
ICR4523,13,5.375681
JAX00349042,13,5.436706
UNCHS034919,13,5.438849
UNC22045693,13,5.442084
UNCHS034920,13,5.44245
JAX00349043,13,5.454151
UNCHS034922,13,5.468953
UNCHS034923,13,5.527638
UNCHS034924,13,5.531267
UNC22047665,13,5.627953
UNCJPD005209,13,5.653868
UNC22048757,13,5.716029
JAX00349078,13,5.723569
UNCHS034929,13,5.781638
UNCHS034930,13,5.785668
UNC22049635,13,5.791505
UNC22051049,13,5.905979
UNCHS034931,13,5.932205
UNCHS034932,13,5.937591
UNCHS034933,13,5.943198
UNCHS034934,13,5.949923
UNCHS034935,13,5.982901
UNCHS034936,13,5.985748
UNC22052019,13,5.995122
JAX00349155,13,6.027668
UNC22053004,13,6.065161
UNC22055634,13,6.254383
JAX00349213,13,6.290178
JAX00349213q,13,6.290178
UNC22056198,13,6.298027
B6_rs13481676,13,6.354091
UNCHS034937,13,6.363904
UNCHS034938,13,6.367592
JAX00349239,13,6.425207
UNC22057850,13,6.427006
UNC22058943,13,6.516866
UNCHS034939,13,6.539222
UNCHS034940,13,6.544514
UNC22059899,13,6.58797
UNC22061120,13,6.663003
UNCHS034941,13,6.683507
UNCHS034942,13,6.686329
UNC22062604,13,6.78762
JAX00041423,13,6.822106
UNC22063659,13,6.867817
JAX00041424,13,6.887528
UNC22064724,13,6.949773
JAX00349382,13,7.001203
JAX00349390,13,7.033653
UNC22066312,13,7.057872
UNC22066911,13,7.113358
JAX00349403,13,7.151923
UNCHS034943,13,7.232865
UNCHS034944,13,7.235918
UNC22068688,13,7.242545
UNCHS034945,13,7.25472
UNCHS034946,13,7.258425
JAX00349416,13,7.282736
UNC22070069,13,7.33162
UNC22071058,13,7.425091
JAX00349448,13,7.42521
UNC22072200,13,7.509428
UNC22073765,13,7.603083
JAX00041480,13,7.632834
UNC22075198,13,7.6899
UNCHS034949,13,7.706569
UNCHS034950,13,7.709164
UNCHS034951,13,7.775027
UNC22076691,13,7.782243
JAX00349514,13,7.783968
JAX00349523,13,7.854425
UNC22077608,13,7.869033
JAX00349537,13,7.956447
UNC22078473,13,7.962636
JAX00349547,13,8.033823
backupJAX00041510,13,8.049336
UNCHS034953,13,8.154228
UNCHS034954,13,8.158567
UNCHS034955,13,8.1883
UNCHS034957,13,8.224979
JAX00041525,13,8.240209
UNC22082270,13,8.291086
UNCHS034961,13,8.353709
JAX00041533,13,8.355904
UNCHS034962,13,8.359139
UNC22084282,13,8.437242
UNCHS034963,13,8.461335
UNC22085217,13,8.49909
JAX00349634,13,8.511546
UNC22086689,13,8.591694
JAX00201957,13,8.635283
UNCHS034965,13,8.654126
JAX00349662,13,8.668567
UNC22087901,13,8.67334
UNCHS034967,13,8.695271
UNCHS034968,13,8.701578
JAX00349671,13,8.72996
UNC22088733,13,8.732961
JAX00041566,13,8.786274
UNCHS034970,13,8.873058
UNCHS034971,13,8.897899
UNC22091359,13,8.940049
JAX00349721,13,8.982434
UNCHS034973,13,9.018538
UNCHS034974,13,9.022013
UNCHS034975,13,9.028387
UNCHS034976,13,9.036409
UNC22092286,13,9.043074
JAX00349731,13,9.046151
JAX00349734,13,9.104213
UNC22093617,13,9.134456
UNCHS034980,13,9.184565
UNCHS034981,13,9.184794
UNCHS034982,13,9.187206
UNCHS034983,13,9.211296
UNCHS034984,13,9.213433
UNC22094836,13,9.25108
UNCHS034985,13,9.294816
UNCHS034986,13,9.297184
JAX00349768,13,9.309481
UNCHS034987,13,9.317516
UNCHS034988,13,9.320321
UNC22095970,13,9.327692
JAX00349774,13,9.336642
JAX00349775,13,9.336879
UNCHS034989,13,9.383569
UNCHS034990,13,9.386012
JAX00349785,13,9.39312
backupUNC130006609,13,9.394685
UNCHS034993,13,9.456844
UNCHS034994,13,9.463274
JAX00349794,13,9.477353
UNC22097736,13,9.498804
UNC22098823,13,9.585636
UNCHS034995,13,9.610369
UNCHS034996,13,9.613357
JAX00349819,13,9.61731
UNCHS034997,13,9.62086
UNCHS034998,13,9.623589
UNCHS034999,13,9.635426
UNCHS035000,13,9.637642
UNCHS035001,13,9.670581
JAX00349831,13,9.673657
UNCHS035002,13,9.673657
UNC22100188,13,9.686156
UNCHS035003,13,9.737335
JAX00349847,13,9.7417
UNC22100826,13,9.744134
UNCHS035004,13,9.744134
UNCHS035005,13,9.758985
UNCHS035006,13,9.762601
UNCHS035007,13,9.778917
UNC22102410,13,9.87405
UNC130007643,13,9.933396
JAX00349891,13,9.936655
UNC22104827,13,10.035368
UNC22106060,13,10.129511
UNCHS035012,13,10.18544
JAX00041671,13,10.189046
UNC22107783,13,10.241034
UNCHS035015,13,10.243627
UNCHS035016,13,10.250921
UNC22108473,13,10.28262
JAX00349979,13,10.401021
UNC22111265,13,10.488961
UNCHS035017,13,10.528287
UNCHS035018,13,10.531923
UNCHS035019,13,10.550721
UNCHS035020,13,10.553097
UNCHS035022,13,10.585168
UNC22112860,13,10.598295
UNC22113668,13,10.644333
UNCHS035023,13,10.691263
UNCHS035024,13,10.694851
JAX00041713,13,10.742934
UNC22114923,13,10.762084
JAX00202000,13,10.791917
UNCHS035025,13,10.814927
UNCHS035026,13,10.81743
UNCHS035028,13,10.890344
JAX00350042,13,10.929739
UNC22116791,13,10.957672
JAX00350055,13,11.035437
UNCHS035031,13,11.062976
UNC22118523,13,11.06328
UNCHS035032,13,11.065575
UNC22119007,13,11.090478
UNC22119063,13,11.096318
JAX00350060,13,11.10011
UNC22120110,13,11.17146
JAX00041746,13,11.179019
UNCHS035033,13,11.183987
UNCHS035035,13,11.201191
UNCHS035036,13,11.205792
UNC22121309,13,11.283858
UNC22121621,13,11.304245
UNC22122038,13,11.339733
UNCHS035037,13,11.366011
UNCHS035038,13,11.368227
UNC22122640,13,11.377606
UNC22123056,13,11.408457
JAX00350113,13,11.416662
UNC22123526,13,11.447776
UNC22123698,13,11.462444
UNCHS035039,13,11.488022
UNCHS035040,13,11.492269
UNC22124482,13,11.506458
JAX00350137,13,11.52394
UNC22124922,13,11.549565
UNC22125493,13,11.58164
UNC22125971,13,11.599455
JAX00350159,13,11.622486
UNC22126609,13,11.635867
UNC22127090,13,11.657221
JAX00041782,13,11.669446
JAX00350174,13,11.683179
UNC22127676,13,11.686021
UNCHS035042,13,11.693749
UNC22128711,13,11.744368
JAX00350196,13,11.758695
UNCHS035043,13,11.77142
JAX00350201,13,11.781143
UNCHS035045,13,11.810754
UNCHS035047,13,11.81567
UNCHS035048,13,11.818407
UNCHS035049,13,11.882993
UNCHS035051,13,11.888467
UNC22131310,13,11.892284
UNCHS035052,13,11.892284
UNC22131845,13,11.920245
UNC22132289,13,11.946413
JAX00350253,13,11.970944
UNC22132949,13,11.98117
UNCHS035055,13,11.98527
UNCHS035056,13,11.987423
UNC22133215,13,11.995622
JAX00350269,13,12.02072
UNC22133739,13,12.025689
UNC22134453,13,12.072376
UNCHS035057,13,12.082691
UNC22134934,13,12.098746
JAX00041815,13,12.099022
UNCHS035059,13,12.131055
UNC22135354,13,12.134883
UNCHS035062,13,12.145621
UNCHS035063,13,12.1598
UNCHS035064,13,12.162696
UNCHS035065,13,12.204
UNCHS035067,13,12.238484
UNCHS035068,13,12.241147
UNC22137469,13,12.273836
UNCHS035069,13,12.343839
UNCHS035071,13,12.375883
UNCHS035072,13,12.378753
JAX00350355,13,12.395475
JAX00350356,13,12.398875
JAX00350358,13,12.401195
UNC22140006,13,12.450801
UNCHS035073,13,12.475973
UNCHS035074,13,12.485463
ICR525,13,12.499147
UNCHS035075,13,12.512887
UNCHS035076,13,12.515932
UNCHS035077,13,12.516811
UNCHS035078,13,12.520463
UNCHS035079,13,12.531271
UNC22141689,13,12.551736
UNCHS035081,13,12.583545
UNCHS035082,13,12.586064
UNC22143067,13,13.243769
ICR529,13,13.267588
JAX00041868,13,13.27238
UNC22143085,13,13.340184
UNC22143106,13,13.443175
UNC22143487,13,13.647228
UNC22144316,13,13.693221
UNCHS035090,13,13.822159
UNC22145917,13,13.829177
UNCHS035091,13,13.841105
UNCHS035092,13,13.844643
JAX00350489,13,13.886261
JAX00350496,13,13.915716
UNC22146756,13,13.918244
JAX00350502,13,13.962353
JAX00041911,13,14.001274
UNCHS035093,13,14.017453
UNCHS035094,13,14.026419
UNCHS035096,13,14.026858
JAX00041918,13,14.105615
UNC22149194,13,14.107022
UNC22149575,13,14.176303
UNCHS035097,13,14.176303
UNCHS035098,13,14.178755
UNCHS035099,13,14.287499
UNCHS035100,13,14.29083
UNC22150264,13,14.301751
JAX00350581,13,14.346977
UNCHS035101,13,14.365205
UNCHS035102,13,14.368082
UNC22150735,13,14.370515
UNCHS035103,13,14.377292
UNCHS035104,13,14.381204
JAX00350592,13,14.409708
UNCHS035105,13,14.411302
UNC22152008,13,14.489618
UNC22153001,13,14.582793
JAX00350648,13,14.636313
UNC22154128,13,14.673651
UNC22155486,13,14.790862
UNCHS035107,13,14.83359
UNC22156119,13,14.835657
UNCHS035108,13,14.836023
UNCHS035109,13,14.96316
UNC22157475,13,14.965703
UNCHS035110,13,14.966377
JAX00350701,13,15.038547
UNC22158728,13,15.071722
UNCHS035111,13,15.114346
UNCHS035112,13,15.116472
UNCHS035113,13,15.170718
UNCHS035114,13,15.17744
UNC22160603,13,15.197288
JAX00350745,13,15.221322
JAX00350761,13,15.253903
JAX00350774,13,15.310415
UNC22163382,13,15.419611
JAX00042017,13,15.457066
UNCHS035115,13,15.528151
UNCHS035116,13,15.531372
JAX00350818,13,15.534688
UNCHS035117,13,15.57985
UNCHS035118,13,15.582449
UNC22165363,13,15.598115
JAX00350844,13,15.632215
UNCHS035119,13,15.684641
UNC22166313,13,15.68768
UNCHS035120,13,15.688459
JAX00350858,13,15.694255
UNCHS035121,13,15.705939
UNCHS035122,13,15.714764
UNCHS035123,13,15.788285
UNCHS035124,13,15.791738
UNCHS035125,13,15.79339
UNCHS035126,13,15.799014
UNC22167664,13,15.800681
UNCHS035128,13,15.922311
JAX00350898,13,15.947228
UNC22170126,13,15.990865
JAX00350917,13,16.044083
UNC22170929,13,16.06773
UNCHS035129,13,16.145041
UNCHS035130,13,16.147808
UNCHS035131,13,16.158167
UNCHS035132,13,16.166084
backupJAX00042076,13,16.211675
UNCHS035133,13,16.213445
UNCHS035134,13,16.218146
UNC22173137,13,16.278523
UNC22174331,13,16.362613
JAX00350973,13,16.366795
JAX00350980,13,16.385608
UNCHS035135,13,16.442828
UNC22175590,13,16.476608
UNC22176234,13,16.517102
JAX00042101,13,16.555076
UNC22177382,13,16.645668
UNCHS035137,13,16.689705
UNCHS035138,13,16.693019
ICR533,13,16.734891
ICR4533,13,16.735042
UNC22178547,13,16.739104
ICR534,13,16.822402
JAX00351070,13,16.831324
JAX00351073,13,16.834501
JAX00351073q,13,16.834501
UNCHS035139,13,16.856549
backupUNC130018837,13,16.868167
JAX00351087,13,16.887926
ICR535,13,16.916878
ICR4535,13,16.917035
UNC22180309,13,16.922171
JAX00351105,13,16.945374
ICR536,13,16.999985
UNC22181883,13,17.044776
JAX00351128,13,17.079919
ICR537,13,17.094752
ICR4537,13,17.097362
UNCHS035142,13,17.100099
UNCHS035143,13,17.128745
UNCHS035144,13,17.1316
JAX00351151,13,17.140546
UNC130487260,13,17.143081
ICR4538,13,17.186069
UNC22183690,13,17.189174
UNCHS035146,13,17.242351
ICR539,13,17.27145
UNC22185260,13,17.287366
UNCHS035147,13,17.288711
UNCHS035148,13,17.295555
UNCHS035149,13,17.340371
ICR540,13,17.362067
ICR4540,13,17.375065
JAX00351234,13,17.398705
UNCHS035151,13,17.427808
UNCHS035152,13,17.430308
UNC22186716,13,17.431579
UNCHS035153,13,17.546333
UNCHS035154,13,17.55244
UNCHS035155,13,17.600453
UNC22188628,13,17.600549
UNCHS035156,13,17.604056
UNCHS035157,13,17.627014
UNCHS035158,13,17.629416
JAX00351300,13,17.693505
JAX00351301,13,17.695911
UNCHS035159,13,17.744395
UNC22190603,13,17.790841
UNC22191645,13,17.861424
JAX00042204,13,17.921201
UNC22192362,13,17.958006
JAX00042211,13,18.012462
UNC22193313,13,18.043577
JAX00351365,13,18.057999
UNCHS035163,13,18.06861
UNC22194525,13,18.150471
UNCHS035165,13,18.204633
UNCHS035166,13,18.209621
UNCHS035169,13,18.278805
UNCHS035170,13,18.282686
UNC22196688,13,18.317132
UNCHS035171,13,18.322327
UNCHS035172,13,18.326169
UNC22198401,13,18.420679
UNCHS035173,13,18.49997
UNCHS035174,13,18.506387
UNC22200065,13,18.536474
JAX00351458,13,18.544886
UNCHS035175,13,18.548972
UNCHS035176,13,18.551745
UNC22201133,13,18.602165
JAX00351496,13,18.739954
UNC22202797,13,18.742961
UNCHS035180,13,18.757942
JAX00351514,13,18.783852
UNC22203735,13,18.810569
UNCHS035181,13,18.813958
UNCHS035182,13,18.816451
UNCHS035183,13,18.854412
UNCHS035184,13,18.859648
UNCHS035185,13,18.917909
UNCHS035186,13,18.921107
UNCHS035188,13,19.0341
UNCHS035189,13,19.046301
UNCHS035190,13,19.048776
UNC22207225,13,19.079546
UNCHS035191,13,19.138834
UNCHS035192,13,19.148497
UNCHS035193,13,19.173152
UNC22208995,13,19.185563
UNCHS035194,13,19.185563
JAX00351622,13,19.226671
UNCHS035196,13,19.293952
UNCHS035197,13,19.318298
UNCHS035198,13,19.321887
JAX00042296,13,19.322948
